327;Cop Land (1997);Cop Land is a 1997 American crime drama film written and directed by James Mangold, and starring Sylvester Stallone, Harvey Keitel, Ray Liotta, and Robert De Niro. The supporting cast features Peter Berg, Janeane Garofalo, Robert Patrick, Michael Rapaport, Annabella Sciorra, Cathy Moriarty, Arthur Nascarella, and John Spencer. The story follows a sheriff (Stallone) in a small New Jersey town inhabited and dominated by corrupt New York City cops. Their corruption grows until he can no longer allow himself to stand by and do nothing.
328;Conspiracy Theory (1997);Conspiracy Theory is a 1997 American political action thriller film directed by Richard Donner. The original screenplay by Brian Helgeland centers on an eccentric taxi driver (Mel Gibson) who believes many world events are triggered by government conspiracies, and the Justice Department attorney (Julia Roberts) who becomes involved in his life. The movie was a financial success, but critical reviews were mixed.
329;Desperate Measures (1998);"Desperate Measures is a 1998 American action thriller film starring Michael Keaton, Andy García, Marcia Gay Harden and Brian Cox, directed by Barbet Schroeder. It was filmed in both the San Francisco Bay Area and downtown Pittsburgh with such landmarks as the BNY Mellon Center, the Allegheny County Courthouse and the Oakland Bay Bridge. The film was released on January 30, 1998 and was a critical and financial failure. However, Andy García won an ALMA Award for ""Outstanding Actor in a Feature Film in a Crossover Role""."
330;187 (1997);"California Proposition 187 (also known as the Save Our State (SOS) initiative) was a 1994 ballot initiative to establish a state-run citizenship screening system and prohibit illegal aliens from using non-emergency health care, public education, and other services in the State of California. Voters passed the proposed law at a referendum in November 1994. The law was challenged in a legal suit and found unconstitutional by a federal district court. In 1999, Governor Gray Davis halted state appeals of this ruling.
Passage of Proposition 187 reflected state residents' concerns about illegal immigration into the United States. Opponents believed the law was discriminatory against illegal immigrants of Hispanic or Asian origin; supporters maintained that their concerns were economic: that the state could not afford to provide social services for so many people who had entered the country illegally or overstayed their visas."
331;Edge, The (1997);"The Edge is a 1997 American survival drama film directed by Lee Tamahori and starring Anthony Hopkins and Alec Baldwin. Bart the Bear, a trained Kodiak bear known for appearances in several Hollywood movies, also appears in the film as a vicious grizzly; this was one of his last film roles."
332;Kiss the Girls (1997);Kiss the Girls is a 1997 American neo noir psychological thriller film directed by Gary Fleder and starring Morgan Freeman, Ashley Judd, and Cary Elwes. The screenplay by David Klass is based on the best-selling novel Kiss the Girls by James Patterson. A sequel titled Along Came a Spider was released in 2001.
333;Game, The (1997);"Game 6 of the Deep Blue–Kasparov rematch, played in New York City on May 11, 1997 and starting at 3:00 p.m. EDT, was the last chess game in the 1997 rematch of Deep Blue versus Garry Kasparov.
Deep Blue had been further strengthened from the previous year's match with Kasparov and was unofficially nicknamed ""Deeper Blue"". Before this game the score was tied at 2½–2½: Kasparov had won the first game, lost the second game, and drawn games 3, 4, and 5 (after having advantageous positions in all three).
The loss marked the first time that a computer had defeated a World Champion in a match of several games. This, as well as the fact that Kasparov had lasted only 19 moves in a game lasting barely more than an hour, attracted much media attention."
334;U Turn (1997);U Turn is a 1997 modern western neo-noir crime thriller film directed by Oliver Stone, and based on the book Stray Dogs by John Ridley. It stars Sean Penn, Billy Bob Thornton, Jennifer Lopez, Jon Voight, Powers Boothe, Joaquin Phoenix, Claire Danes, and Nick Nolte.
335;How to Be a Player (1997);"Def Jam's How to Be a Player is a 1997 comedy film, starring Bill Bellamy, Natalie Desselle and Bernie Mac. The film was directed by Lionel C. Martin, and written by Mark Brown and Demetria Johnson.
The How to Be a Player Soundtrack, released by Def Jam Recordings on August 5, 1997, featured the hit single ""Big Bad Mama"" by Foxy Brown featuring Dru Hill."
336;Playing God (1997);"Playing God was a 2012 BBC documentary in the Horizon series, hosted by Adam Rutherford. The documentary discusses synthetic biology, the potential of science ""breaking down nature into spare parts"" and then rebuilding it back up as we wish.

"
337;House of Yes, The (1997);"Playing God was a 2012 BBC documentary in the Horizon series, hosted by Adam Rutherford. The documentary discusses synthetic biology, the potential of science ""breaking down nature into spare parts"" and then rebuilding it back up as we wish.

"
338;Bean (1997);"Bean (also known as Bean: The Ultimate Disaster Movie or Bean: The Movie) is a 1997 feature film based on the television series Mr. Bean. It stars Rowan Atkinson in the title role and Peter MacNicol. It was directed by Mel Smith. The film used many of the ideas and skits from the original television series.

"
339;Mad City (1997);Mad City is a 1997 American thriller film directed by Costa-Gavras, written by Tom Matthews based on a story by Matthews and Eric Williams, and starring Dustin Hoffman and John Travolta, with a supporting cast featuring Mia Kirshner, Alan Alda, Blythe Danner, Ted Levine, Raymond J. Barry, and Larry King. This is Costa-Gavras' first English-language film since Music Box (1989). The title comes from a nickname of Madison, Wisconsin, where it originally was going to be set, and was used for its multiple meanings.
340;Boogie Nights (1997);"Boogie Nights is a 1997 American drama film written, produced and directed by Paul Thomas Anderson. It is set in Los Angeles' San Fernando Valley and focuses on a young nightclub dishwasher who becomes a popular star of pornographic films, chronicling his rise in the Golden Age of Porn of the 1970s through to his fall during the excesses of the 1980s. The film is an expansion of Anderson's mockumentary short film The Dirk Diggler Story (1988). It stars Mark Wahlberg, Julianne Moore, Burt Reynolds, Don Cheadle, John C. Reilly, William H. Macy and Heather Graham.
The film premiered at the Toronto International Film Festival on September 11, 1997 and was released on October 10, 1997, and garnered critical acclaim. It was also nominated for three Academy Awards, including Best Original Screenplay for Anderson, Best Supporting Actress for Moore and Best Supporting Actor for Reynolds. The film's soundtrack also received acclaim."
